time,data
1590394570.381026,72
1590394570.382353,72
1590394570.383839,72
1590394570.385260,72
1590394570.386323,72
1590394570.388193,72
1590394570.393230,72
1590394570.393345,72
1590394570.393581,72
1590394570.394089,72
1590394570.395999,72
1590394570.397954,72
1590394570.399021,72
1590394570.400405,72
1590394570.401840,72
1590394570.403331,72
1590394570.404779,72
1590394570.405847,72
1590394570.407226,72
1590394570.408883,72
1590394570.410075,72
1590394570.411635,72
1590394570.413572,72
1590394570.415124,72
1590394570.416506,72
1590394570.418460,72
1590394570.420417,72
1590394570.422361,72
1590394570.423897,72
1590394570.425281,72
1590394570.426377,72
1590394570.428224,72
1590394570.429309,72
1590394570.431363,72
1590394570.432134,64
1590394570.434100,64
1590394570.435539,64
1590394570.437000,64
1590394570.438085,64
1590394570.440046,64
1590394570.440997,64
1590394570.442244,64
1590394570.443844,64
1590394570.445323,64
1590394570.446383,64
1590394570.447751,64
1590394570.449742,64
1590394570.451297,64
1590394570.452685,64
1590394570.454109,64
1590394570.455538,64
1590394570.457487,64
1590394570.458595,64
1590394570.460423,64
1590394570.461483,64
1590394570.462867,64
1590394570.463930,64
1590394570.465298,64
1590394570.467252,64
1590394570.469236,64
1590394570.471172,64
1590394570.473111,64
1590394570.474202,64
1590394570.475553,64
1590394570.477011,64
1590394570.478993,64
1590394570.481514,64
1590394570.482064,56
1590394570.483849,56
1590394570.485789,56
1590394570.486854,56
1590394570.488752,56
1590394570.489838,56
1590394570.491677,56
1590394570.493114,56
1590394570.494582,56
1590394570.496125,56
1590394570.497499,56
1590394570.499467,56
1590394570.500620,56
1590394570.502384,56
1590394570.503879,56
1590394570.505307,56
1590394570.506395,56
1590394570.508254,56
1590394570.509354,56
1590394570.510895,56
1590394570.512654,56
1590394570.514116,56
1590394570.520324,56
1590394570.520435,56
1590394570.520755,56
1590394570.520864,56
1590394570.521312,56
1590394570.522579,56
1590394570.523878,56
1590394570.524964,56
1590394570.527346,56
1590394570.528789,56
1590394570.529844,56
1590394570.532284,56
1590394570.533662,46
1590394570.535105,46
1590394570.536550,46
1590394570.538519,46
1590394570.540034,46
1590394570.541447,46
1590394570.542544,46
1590394570.543883,46
1590394570.545839,46
1590394570.547290,46
1590394570.549259,46
1590394570.550729,46
1590394570.552158,46
1590394570.553206,46
1590394570.554296,46
1590394570.555596,46
1590394570.557034,46
1590394570.558167,46
1590394570.559536,46
1590394570.560957,46
1590394570.562119,46
1590394570.563405,46
1590394570.564861,46
1590394570.566992,46
1590394570.568057,46
1590394570.569911,46
1590394570.571265,46
1590394570.572780,46
1590394570.574234,46
1590394570.575606,46
1590394570.577067,46
1590394570.578546,46
1590394570.580528,46
1590394570.582575,46
1590394570.583411,37
1590394570.584492,37
1590394570.585839,37
1590394570.587296,37
1590394570.588351,37
1590394570.590239,37
1590394570.591701,37
1590394570.593149,37
1590394570.595099,37
1590394570.596172,37
1590394570.597545,37
1590394570.599047,37
1590394570.600154,37
1590394570.601978,37
1590394570.603895,37
1590394570.605365,37
1590394570.606594,37
1590394570.607791,37
1590394570.609743,37
1590394570.611705,37
1590394570.613174,37
1590394570.614631,37
1590394570.616101,37
1590394570.617547,37
1590394570.619082,37
1590394570.620518,37
1590394570.621605,37
1590394570.623422,37
1590394570.624531,37
1590394570.625578,37
1590394570.626927,37
1590394570.628349,37
1590394570.630247,37
1590394570.631739,37
1590394570.633189,29
1590394570.634252,29
1590394570.635631,29
1590394570.637093,29
1590394570.638152,29
1590394570.640056,29
1590394570.641493,29
1590394570.642934,29
1590394570.644880,29
1590394570.646053,29
1590394570.647327,29
1590394570.648787,29
1590394570.655020,29
1590394570.655130,29
1590394570.655405,29
1590394570.655491,29
1590394570.656014,29
1590394570.657569,29
1590394570.658664,29
1590394570.660504,29
1590394570.661559,29
1590394570.662627,29
1590394570.663923,29
1590394570.665617,29
1590394570.666869,29
1590394570.672282,29
1590394570.672396,29
1590394570.672710,29
1590394570.673067,29
1590394570.674210,29
1590394570.675677,29
1590394570.677144,29
1590394570.678617,29
1590394570.680026,29
1590394570.681083,29
1590394570.682826,29
1590394570.684003,23
1590394570.685561,23
1590394570.686819,23
1590394570.687939,23
1590394570.690066,23
1590394570.691943,23
1590394570.693072,23
1590394570.694392,23
1590394570.695658,23
1590394570.697631,23
1590394570.698758,23
1590394570.700521,23
1590394570.702487,23
1590394570.703644,23
1590394570.705402,23
1590394570.706929,23
1590394570.708342,23
1590394570.710373,23
1590394570.711810,23
1590394570.713211,23
1590394570.714308,23
1590394570.715661,23
1590394570.718089,23
1590394570.719616,23
1590394570.721009,23
1590394570.722083,23
1590394570.723948,23
1590394570.725416,23
1590394570.726882,23
1590394570.727942,23
1590394570.730122,23
1590394570.730989,23
1590394570.733357,23
1590394570.734732,20
1590394570.735781,20
1590394570.737603,20
1590394570.738691,20
1590394570.739778,20
1590394570.741251,20
1590394570.742487,20
1590394570.744115,20
1590394570.745579,20
1590394570.746882,20
1590394570.749347,20
1590394570.750825,20
1590394570.752253,20
1590394570.754204,20
1590394570.755671,20
1590394570.757116,20
1590394570.759091,20
1590394570.760156,20
1590394570.761526,20
1590394570.763006,20
1590394570.764464,20
1590394570.765918,20
1590394570.767862,20
1590394570.769371,20
1590394570.770817,20
1590394570.772269,20
1590394570.773722,20
1590394570.775217,20
1590394570.776646,20
1590394570.778672,20
1590394570.780084,20
1590394570.781264,20
1590394570.782493,20
1590394570.783714,20
1590394570.785433,20
1590394570.786523,20
1590394570.787871,20
1590394570.790365,20
1590394570.792282,20
1590394570.793747,20
1590394570.795171,20
1590394570.796234,20
1590394570.798118,20
1590394570.799186,20
1590394570.800553,20
1590394570.802046,20
1590394570.803971,20
1590394570.805430,20
1590394570.806890,20
1590394570.807947,20
1590394570.812998,20
1590394570.813116,20
1590394570.813406,20
1590394570.813480,20
1590394570.814720,20
1590394570.816651,20
1590394570.818147,20
1590394570.819593,20
1590394570.821530,20
1590394570.822635,20
1590394570.824019,20
1590394570.825440,20
1590394570.826920,20
1590394570.828368,20
1590394570.830333,20
1590394570.831395,20
1590394570.833836,20
1590394570.834335,22
1590394570.836179,22
1590394570.838136,22
1590394570.839811,22
1590394570.841069,22
1590394570.842650,22
1590394570.843999,22
1590394570.845047,22
1590394570.846120,22
1590394570.847409,22
1590394570.848879,22
1590394570.850048,22
1590394570.851785,22
1590394570.853735,22
1590394570.855712,22
1590394570.857641,22
1590394570.858838,22
1590394570.860157,22
1590394570.861578,22
1590394570.863036,22
1590394570.864490,22
1590394570.866445,22
1590394570.867987,22
1590394570.869373,22
1590394570.870426,22
1590394570.872290,22
1590394570.873773,22
1590394570.875221,22
1590394570.876278,22
1590394570.877373,22
1590394570.879186,22
1590394570.881096,22
1590394570.882550,22
1590394570.884624,22
1590394570.885968,28
1590394570.889576,28
1590394570.889730,28
1590394570.890284,28
1590394570.891839,28
1590394570.893230,28
1590394570.894734,28
1590394570.896686,28
1590394570.897776,28
1590394570.899191,28
1590394570.901135,28
1590394570.902545,28
1590394570.904496,28
1590394570.905965,28
1590394570.907419,28
1590394570.908554,28
1590394570.909960,28
1590394570.911352,28
1590394570.912808,28
1590394570.914270,28
1590394570.915334,28
1590394570.916700,28
1590394570.918232,28
1590394570.920191,28
1590394570.921673,28
1590394570.923053,28
1590394570.924118,28
1590394570.925510,28
1590394570.926960,28
1590394570.928418,28
1590394570.929496,28
1590394570.930848,28
1590394570.932318,28
1590394570.933867,28
1590394570.934999,35
1590394570.936261,35
1590394570.942288,35
1590394570.942423,35
1590394570.942677,35
1590394570.943056,35
1590394570.943405,35
1590394570.944514,35
1590394570.946463,35
1590394570.947933,35
1590394570.949405,35
1590394570.950476,35
1590394570.951901,35
1590394570.953291,35
1590394570.957769,35
1590394570.957886,35
1590394570.958231,35
1590394570.958718,35
1590394570.960274,35
1590394570.962110,35
1590394570.963558,35
1590394570.965005,35
1590394570.966071,35
1590394570.967504,35
1590394570.969017,35
1590394570.970085,35
1590394570.971355,35
1590394570.972952,35
1590394570.974086,35
1590394570.975827,35
1590394570.977833,35
1590394570.979316,35
1590394570.980635,35
1590394570.982092,35
1590394570.983550,35
1590394570.985163,44
1590394570.986497,44
1590394570.987591,44
1590394570.988975,44
1590394570.990572,44
1590394570.991888,44
1590394570.993309,44
1590394570.994376,44
1590394570.996240,44
1590394570.997701,44
1590394570.999188,44
1590394571.001142,44
1590394571.003079,44
1590394571.004554,44
1590394571.006053,44
1590394571.007942,44
1590394571.009470,44
1590394571.010926,44
1590394571.012383,44
1590394571.013821,44
1590394571.014877,44
1590394571.016264,44
1590394571.017751,44
1590394571.019681,44
1590394571.021627,44
1590394571.023586,44
1590394571.025530,44
1590394571.027084,44
1590394571.028454,44
1590394571.030458,44
1590394571.031891,44
1590394571.033324,44
1590394571.034409,44
1590394571.035791,53
1590394571.037365,53
1590394571.038882,53
1590394571.041171,53
1590394571.042294,53
1590394571.043831,53
1590394571.045552,53
1590394571.047001,53
1590394571.048983,53
1590394571.050125,53
1590394571.051405,53
1590394571.052845,53
1590394571.054032,53
1590394571.055289,53
1590394571.057252,53
1590394571.058727,53
1590394571.059791,53
1590394571.061337,53
1590394571.062608,53
1590394571.064100,53
1590394571.065539,53
1590394571.066667,53
1590394571.068461,53
1590394571.070005,53
1590394571.071415,53
1590394571.073357,53
1590394571.074422,53
1590394571.076280,53
1590394571.077740,53
1590394571.079206,53
1590394571.080678,53
1590394571.082123,53
1590394571.083613,53
1590394571.085625,53
1590394571.086202,63
1590394571.087990,63
1590394571.089991,63
1590394571.091528,63
1590394571.092861,63
1590394571.094886,63
1590394571.095942,63
1590394571.097735,63
1590394571.098840,63
1590394571.100685,63
1590394571.102629,63
1590394571.103684,63
1590394571.105064,63
1590394571.106541,63
1590394571.107592,63
1590394571.109537,63
1590394571.114537,63
1590394571.115862,63
1590394571.117279,63
1590394571.122406,63
1590394571.122543,63
1590394571.123022,63
1590394571.123393,63
1590394571.124621,63
1590394571.125759,63
1590394571.127070,63
1590394571.128117,63
1590394571.130097,63
1590394571.131920,63
1590394571.133932,63
1590394571.136018,63
1590394571.136813,70
1590394571.137895,70
1590394571.139250,70
1590394571.140687,70
1590394571.142688,70
1590394571.143712,70
1590394571.145564,70
1590394571.146635,70
1590394571.148009,70
1590394571.149490,70
1590394571.150999,70
1590394571.152539,70
1590394571.153981,70
1590394571.155479,70
1590394571.156917,70
1590394571.158351,70
1590394571.159405,70
1590394571.161245,70
1590394571.162348,70
1590394571.163689,70
1590394571.165118,70
1590394571.166682,70
1590394571.168019,70
1590394571.169581,70
1590394571.170955,70
1590394571.172349,70
1590394571.174052,70
1590394571.175356,70
1590394571.177444,70
1590394571.178609,70
1590394571.179819,70
1590394571.181239,70
1590394571.182661,70
1590394571.183762,70
1590394571.186205,70
1590394571.187576,76
1590394571.189512,76
1590394571.191444,76
1590394571.192926,76
1590394571.194068,76
1590394571.195405,76
1590394571.197290,76
1590394571.198806,76
1590394571.200271,76
1590394571.202202,76
1590394571.203656,76
1590394571.205106,76
1590394571.206189,76
1590394571.208028,76
1590394571.209135,76
1590394571.210542,76
1590394571.211957,76
1590394571.212990,76
1590394571.214525,76
1590394571.215837,76
1590394571.216911,76
1590394571.218073,76
1590394571.219405,76
1590394571.221710,76
1590394571.223666,76
1590394571.225128,76
1590394571.226574,76
1590394571.234078,76
1590394571.234277,76
1590394571.234374,76
1590394571.234644,76
1590394571.234828,76
1590394571.236902,76
1590394571.238306,79
1590394571.239844,79
1590394571.241233,79
1590394571.242301,79
1590394571.244140,79
1590394571.245200,79
1590394571.249472,79
1590394571.249584,79
1590394571.249937,79
1590394571.250469,79
1590394571.251949,79
1590394571.253980,79
1590394571.254978,79
1590394571.256827,79
1590394571.258004,79
1590394571.259843,79
1590394571.261263,79
1590394571.262711,79
1590394571.264236,79
1590394571.265620,79
1590394571.267128,79
1590394571.268566,79
1590394571.269636,79
1590394571.271468,79
1590394571.273416,79
1590394571.274486,79
1590394571.275972,79
1590394571.277855,79
1590394571.279325,79
1590394571.280798,79
1590394571.282219,79
1590394571.283706,79
1590394571.285128,79
1590394571.287290,79
1590394571.288077,79
1590394571.289149,79
1590394571.290998,79
1590394571.292480,79
1590394571.294040,79
1590394571.295428,79
1590394571.297350,79
1590394571.298805,79
1590394571.300867,79
1590394571.302029,79
1590394571.303673,79
1590394571.305620,79
1590394571.307583,79
1590394571.309124,79
1590394571.310569,79
1590394571.312028,79
1590394571.313997,79
1590394571.315447,79
1590394571.316869,79
1590394571.318325,79
1590394571.319403,79
1590394571.321246,79
1590394571.322316,79
1590394571.324182,79
1590394571.325237,79
1590394571.326310,79
1590394571.327606,79
1590394571.329086,79
1590394571.330170,79
1590394571.331518,79
1590394571.333933,79
1590394571.335877,79
1590394571.340846,76
1590394571.340953,76
1590394571.341249,76
1590394571.341574,76
1590394571.342721,76
1590394571.344206,76
1590394571.348273,76
1590394571.348380,76
1590394571.348634,76
1590394571.349594,76
1590394571.351526,76
1590394571.353450,76
1590394571.354517,76
1590394571.355604,76
1590394571.357090,76
1590394571.358464,76
1590394571.360336,76
1590394571.361376,76
1590394571.362744,76
1590394571.364193,76
1590394571.365665,76
1590394571.367114,76
1590394571.368630,76
1590394571.370107,76
1590394571.371639,76
1590394571.373008,76
1590394571.374088,76
1590394571.375436,76
1590394571.376912,76
1590394571.378057,76
1590394571.379341,76
1590394571.380785,76
1590394571.382727,76
1590394571.383808,76
1590394571.385336,76
1590394571.386813,76
1590394571.388136,71
1590394571.389642,71
1590394571.391077,71
1590394571.392502,71
1590394571.394480,71
1590394571.396384,71
1590394571.397461,71
1590394571.399348,71
1590394571.400803,71
1590394571.402362,71
1590394571.403748,71
1590394571.405171,71
1590394571.406697,71
1590394571.408106,71
1590394571.410128,71
1590394571.412061,71
1590394571.413498,71
1590394571.414953,71
1590394571.416010,71
1590394571.417898,71
1590394571.418970,71
1590394571.420338,71
1590394571.422775,71
1590394571.423833,71
1590394571.425201,71
1590394571.426663,71
1590394571.427781,71
1590394571.429624,71
1590394571.431077,71
1590394571.432566,71
1590394571.434048,71
1590394571.435448,71
1590394571.436903,71
1590394571.438067,63
1590394571.439366,63
1590394571.441300,63
1590394571.443246,63
1590394571.444383,63
1590394571.445722,63
1590394571.452719,63
1590394571.452832,63
1590394571.453217,63
1590394571.453291,63
1590394571.454013,63
1590394571.455506,63
1590394571.456907,63
1590394571.458066,63
1590394571.459360,63
1590394571.461321,63
1590394571.462771,63
1590394571.464257,63
1590394571.468646,63
1590394571.468754,63
1590394571.469071,63
1590394571.469570,63
1590394571.470615,63
1590394571.471684,63
1590394571.473025,63
1590394571.474501,63
1590394571.475597,63
1590394571.476937,63
1590394571.478043,63
1590394571.479496,63
1590394571.481336,63
1590394571.482787,63
1590394571.485215,63
1590394571.486678,63
1590394571.489848,54
1590394571.489984,54
1590394571.491102,54
1590394571.492611,54
1590394571.494014,54
1590394571.495734,54
1590394571.497516,54
1590394571.498933,54
1590394571.500420,54
1590394571.501813,54
1590394571.503767,54
1590394571.504861,54
1590394571.506029,54
1590394571.507292,54
1590394571.508731,54
1590394571.510742,54
1590394571.512095,54
1590394571.513150,54
1590394571.514608,54
1590394571.516008,54
1590394571.518423,54
1590394571.519567,54
1590394571.520886,54
1590394571.523308,54
1590394571.524440,54
1590394571.525757,54
1590394571.527255,54
1590394571.528700,54
1590394571.530650,54
1590394571.532062,54
1590394571.534008,54
1590394571.535487,54
1590394571.536931,54
1590394571.538634,45
1590394571.539946,45
1590394571.541005,45
1590394571.542355,45
1590394571.543792,45
1590394571.544871,45
1590394571.546051,45
1590394571.547325,45
1590394571.548756,45
1590394571.550610,45
1590394571.551677,45
1590394571.553530,45
1590394571.554721,45
1590394571.556476,45
1590394571.557931,45
1590394571.559427,45
1590394571.561353,45
1590394571.562466,45
1590394571.563813,45
1590394571.565261,45
1590394571.566317,45
1590394571.568181,45
1590394571.569658,45
1590394571.571106,45
1590394571.573080,45
1590394571.574144,45
1590394571.575580,45
1590394571.576962,45
1590394571.578093,45
1590394571.579461,45
1590394571.580885,45
1590394571.582034,45
1590394571.583305,45
1590394571.584773,45
1590394571.586724,45
1590394571.587796,45
1590394571.588918,36
1590394571.590249,36
1590394571.591667,36
1590394571.593542,36
1590394571.595015,36
1590394571.596117,36
1590394571.598429,36
1590394571.599952,36
1590394571.601435,36
1590394571.602838,36
1590394571.604315,36
1590394571.605357,36
1590394571.606435,36
1590394571.608188,36
1590394571.609657,36
1590394571.611119,36
1590394571.612599,36
1590394571.614101,36
1590394571.615526,36
1590394571.616967,36
1590394571.618049,36
1590394571.619903,36
1590394571.621846,36
1590394571.623843,36
1590394571.625789,36
1590394571.627262,36
1590394571.628735,36
1590394571.630676,36
1590394571.631755,36
1590394571.633294,36
1590394571.634565,36
1590394571.636135,36
1590394571.637468,36
1590394571.639121,36
1590394571.640420,28
1590394571.642369,28
1590394571.643435,28
1590394571.645277,28
1590394571.646356,28
1590394571.648200,28
1590394571.654681,28
1590394571.655029,28
1590394571.655112,28
1590394571.655309,28
1590394571.655832,28
1590394571.656984,28
1590394571.658105,28
1590394571.659921,28
1590394571.661392,28
1590394571.662656,28
1590394571.663817,28
1590394571.665292,28
1590394571.666766,28
1590394571.667819,28
1590394571.668941,28
1590394571.670740,28
1590394571.671783,28
1590394571.673097,28
1590394571.674563,28
1590394571.676045,28
1590394571.677504,28
1590394571.679062,28
1590394571.680410,28
1590394571.682370,28
1590394571.683839,28
1590394571.685290,28
1590394571.686347,28
1590394571.687733,28
1590394571.689583,23
1590394571.691283,23
1590394571.692269,23
1590394571.694110,23
1590394571.695546,23
1590394571.697150,23
1590394571.698774,23
1590394571.700168,23
1590394571.702018,23
1590394571.703914,23
1590394571.705459,23
1590394571.706857,23
1590394571.707968,23
1590394571.709311,23
1590394571.710724,23
1590394571.712164,23
1590394571.713601,23
1590394571.715561,23
1590394571.717499,23
1590394571.718592,23
1590394571.720433,23
1590394571.721898,23
1590394571.723357,23
1590394571.724835,23
1590394571.726293,23
1590394571.727413,23
1590394571.729250,23
1590394571.731197,23
1590394571.732651,23
1590394571.734440,23
1590394571.735618,23
1590394571.737033,23
1590394571.738651,23
1590394571.739712,20
1590394571.740952,20
1590394571.742069,20
1590394571.743861,20
1590394571.745814,20
1590394571.747757,20
1590394571.749344,20
1590394571.750775,20
1590394571.752182,20
1590394571.753816,20
1590394571.755568,20
1590394571.763284,20
1590394571.763427,20
1590394571.763767,20
1590394571.763863,20
1590394571.764318,20
1590394571.765454,20
1590394571.767288,20
1590394571.768340,20
1590394571.770252,20
1590394571.771695,20
1590394571.773128,20
1590394571.774217,20
1590394571.776113,20
1590394571.777561,20
1590394571.779007,20
1590394571.780945,20
1590394571.782043,20
1590394571.783396,20
1590394571.784845,20
1590394571.786053,20
1590394571.787765,20
1590394571.790383,20
1590394571.790814,20
1590394571.792812,20
1590394571.793879,20
1590394571.795585,20
1590394571.797525,20
1590394571.798634,20
1590394571.800533,20
1590394571.802441,20
1590394571.803509,20
1590394571.805336,20
1590394571.806817,20
1590394571.808449,20
1590394571.809767,20
1590394571.812218,20
1590394571.813353,20
1590394571.815123,20
1590394571.816574,20
1590394571.818564,20
1590394571.820070,20
1590394571.821476,20
1590394571.822914,20
1590394571.824475,20
1590394571.825831,20
1590394571.826914,20
1590394571.828775,20
1590394571.829849,20
1590394571.831691,20
1590394571.833638,20
1590394571.835178,20
1590394571.837297,20
1590394571.838547,20
1590394571.841094,20
1590394571.841569,23
1590394571.843418,23
1590394571.845358,23
1590394571.846482,23
1590394571.848279,23
1590394571.849794,23
1590394571.851212,23
1590394571.853212,23
1590394571.854268,23
1590394571.856089,23
1590394571.857325,23
1590394571.858728,23
1590394571.860551,23
1590394571.861981,23
1590394571.863450,23
1590394571.864889,23
1590394571.869977,23
1590394571.870089,23
1590394571.870388,23
1590394571.870872,23
1590394571.872224,23
1590394571.873653,23
1590394571.874746,23
1590394571.876109,23
1590394571.877559,23
1590394571.878680,23
1590394571.880550,23
1590394571.881972,23
1590394571.883422,23
1590394571.885366,23
1590394571.886447,23
1590394571.887821,23
1590394571.890267,23
1590394571.891779,29
1590394571.893184,29
1590394571.894249,29
1590394571.896105,29
1590394571.897582,29
1590394571.899070,29
1590394571.900192,29
1590394571.901711,29
1590394571.902942,29
1590394571.904893,29
1590394571.906054,29
1590394571.907814,29
1590394571.909807,29
1590394571.911744,29
1590394571.913720,29
1590394571.915217,29
1590394571.916616,29
1590394571.918082,29
1590394571.919601,29
1590394571.921032,29
1590394571.922509,29
1590394571.923945,29
1590394571.925020,29
1590394571.926148,29
1590394571.927519,29
1590394571.928823,29
1590394571.930291,29
1590394571.931736,29
1590394571.933225,29
1590394571.934255,29
1590394571.935325,29
1590394571.937163,29
1590394571.938190,29
1590394571.939563,29
1590394571.941583,29
1590394571.942134,36
1590394571.943943,36
1590394571.945942,36
1590394571.946944,36
1590394571.948865,36
1590394571.950145,36
1590394571.951285,36
1590394571.953224,36
1590394571.954683,36
1590394571.955746,36
1590394571.957588,36
1590394571.959080,36
1590394571.960658,36
1590394571.962042,36
1590394571.963452,36
1590394571.965401,36
1590394571.966887,36
1590394571.968326,36
1590394571.970350,36
1590394571.975840,36
1590394571.975954,36
1590394571.976309,36
1590394571.976385,36
1590394571.977623,36
1590394571.979118,36
1590394571.980644,36
1590394571.982055,36
1590394571.983478,36
1590394571.984923,36
1590394571.986050,36
1590394571.987370,36
1590394571.988865,36
1590394571.990395,36
1590394571.992388,36
1590394571.993725,45
1590394571.994796,45
1590394571.996214,45
1590394571.997621,45
1590394571.998695,45
1590394572.000070,45
1590394572.001509,45
1590394572.002630,45
1590394572.003983,45
1590394572.005415,45
1590394572.007370,45
1590394572.008884,45
1590394572.010356,45
1590394572.011821,45
1590394572.013241,45
1590394572.014328,45
1590394572.016181,45
1590394572.017259,45
1590394572.018318,45
1590394572.019630,45
1590394572.021092,45
1590394572.023000,45
1590394572.024481,45
1590394572.025923,45
1590394572.027927,45
1590394572.029903,45
1590394572.031328,45
1590394572.032755,45
1590394572.033897,45
1590394572.035675,45
1590394572.037139,45
1590394572.038783,45
1590394572.040561,45
1590394572.043118,45
1590394572.043590,55
1590394572.044961,55
1590394572.046459,55
1590394572.047877,55
1590394572.049044,55
1590394572.050449,55
1590394572.051795,55
